paintId,Name,Brand,hexColorCode,matchValue
436,MoonYellow," Vallejo-Game"," #fff103"," 4.60"
437,PaleYellow," Vallejo-Game"," #d5c179"," 1.16"
438,PaleYellow," Vallejo-Game"," #d5c179"," 4.31"
439,Offwhite," Vallejo-Game"," #f5f4da"," 1.67"
440,CaymanGreen," Vallejo-Game"," #285648"," 4.79"
441,HeavyBrown," Vallejo-Game"," #705d41"," 3.42"
442,HeavyGreen," Vallejo-Game"," #566840"," 7.89"
443,DesertYellow," Vallejo-Game"," #8e7845"," 5.34"
444,HeavyGrey," Vallejo-Game"," #626d54"," 0.71"
445,MagicBlue," Vallejo-Game"," #024381"," 6.64"
446,HeavyRed," Vallejo-Game"," #943238"," 1.17"
447,BronzeFleshtone," Vallejo-Game"," #db945c"," 5.67"
448,Offwhite," Vallejo-Game"," #f5f4da"," 4.93"
449,HeavySkintone," Vallejo-Game"," #aa7b62"," 5.69"
450,HeavyBlue," Vallejo-Game"," #29556d"," 6.35"
451,HeavySienna," Vallejo-Game"," #744642"," 7.82"
452,Earth," Vallejo-Game"," #6f563d"," 7.47"
453,ScorpionGreen," Vallejo-Game"," #48b851"," 7.51"
454,ColdGrey," Vallejo-Game"," #54646d"," 8.10"
455,DwarfSkin," Vallejo-Game"," #cc7c67"," 7.88"
456,HeavyRed," Vallejo-Game"," #943238"," 9.99"
457,Tan," Vallejo-Game"," #9f4746"," 1.43"
458,BoneWhite," Vallejo-Game"," #e8be86"," 5.79"
459,BoneWhite," Vallejo-Game"," #e8be86"," 7.56"
460,FluoYellow," Vallejo-Game"," #eeea50"," 2.57"
461,HeavyCharcoal," Vallejo-Game"," #1c2e2e"," 6.21"
462,DeadWhite," Vallejo-Game"," #ffffff"," 0.00"
463,MoonYellow," Vallejo-Game"," #fff103"," 0.27"
464,SunYellow," Vallejo-Game"," #ffcf07"," 1.35"
465,FluoYellow," Vallejo-Game"," #eeea50"," 5.05"
466,BoneWhite," Vallejo-Game"," #e8be86"," 7.38"
467,HeavyOrange," Vallejo-Game"," #ee5527"," 1.03"
468,ScarletBloodRed," Vallejo-Game"," #b72a38"," 2.59"
469,SquidPink," Vallejo-Game"," #da7fb5"," 7.78"
470,WarlordPurple," Vallejo-Game"," #7d1a44"," 14.76"
471,HeavyViolet," Vallejo-Game"," #4c2e65"," 0.48"
472,GlacierBlue," Vallejo-Game"," #acd0ee"," 6.66"
473,SombreGrey," Vallejo-Game"," #4c5c7d"," 7.04"
474,HeavyBlue," Vallejo-Game"," #29556d"," 6.84"
475,ColdGrey," Vallejo-Game"," #54646d"," 4.66"
476,HeavyBlue," Vallejo-Game"," #29556d"," 1.17"
477,SteelGrey," Vallejo-Game"," #64889d"," 10.74"
478,CamoflageGreen," Vallejo-Game"," #71753a"," 9.44"
479,MutationGreen," Vallejo-Game"," #296934"," 1.57"
480,FoulGreen," Vallejo-Game"," #239378"," 6.74"
481,SickGreen," Vallejo-Game"," #096638"," 4.34"
482,Verdigris," Vallejo-Game"," #b3ceca"," 5.22"
483,StonewallGrey," Vallejo-Game"," #828e95"," 9.57"
484,HeavyBlueGrey," Vallejo-Game"," #9ca7a7"," 5.59"
485,FoulGreen," Vallejo-Game"," #239378"," 11.29"
486,CaymanGreen," Vallejo-Game"," #285648"," 5.05"
487,ElficFlesh," Vallejo-Game"," #cdc29c"," 3.00"
488,HeavyGoldBrown," Vallejo-Game"," #ba8636"," 6.30"
489,HeavyKhaki," Vallejo-Game"," #9d965d"," 2.57"
490,HeavyBlackGreen," Vallejo-Game"," #18433d"," 5.31"
491,HeavyBlackGreen," Vallejo-Game"," #18433d"," 1.16"
492,HeavySkintone," Vallejo-Game"," #aa7b62"," 6.28"
493,HeavySienna," Vallejo-Game"," #744642"," 4.68"
494,LeatherBrown," Vallejo-Game"," #7b5d2a"," 4.93"
495,HeavySienna," Vallejo-Game"," #744642"," 1.49"
496,DarkFleshtone," Vallejo-Game"," #4f2b26"," 2.05"
497,Verdigris," Vallejo-Game"," #b3ceca"," 9.09"
498,HeavyWarmGrey," Vallejo-Game"," #939066"," 9.65"
499,HeavyWarmGrey," Vallejo-Game"," #939066"," 1.28"
500,HeavyBlueGrey," Vallejo-Game"," #9ca7a7"," 6.99"
501,HeavyBlueGrey," Vallejo-Game"," #9ca7a7"," 4.21"
502,StonewallGrey," Vallejo-Game"," #828e95"," 8.64"
503,ColdGrey," Vallejo-Game"," #54646d"," 7.55"
504,DeadWhite," Vallejo-Game"," #ffffff"," 5.76"
505,HeavyBlackGreen," Vallejo-Game"," #18433d"," 4.62"
506,HeavyCharcoal," Vallejo-Game"," #1c2e2e"," 1.12"
507,MurderousMagenta," P3Formula"," #a81f5e"," 7.92"
508,KhardicFlesh," P3Formula"," #cb7b5b"," 5.82"
509,BeastHide," P3Formula"," #b1956b"," 6.65"
510,KhadorRedBase," P3Formula"," #ee2824"," 7.74"
511,MenothWhiteBase," P3Formula"," #efefbb"," 7.67"
512,GreatcoatGrey," P3Formula"," #4d5861"," 9.71"
513,TrollbloodBase," P3Formula"," #13899b"," 7.76"
514,CygnarBaseBlue," P3Formula"," #124b9b"," 7.36"
515,BeatenPurple," P3Formula"," #552a72"," 3.16"
516,CygnarBaseBlue," P3Formula"," #124b9b"," 16.77"
517,MurderousMagenta," P3Formula"," #a81f5e"," 14.93"
518,SanguineBase," P3Formula"," #6c160f"," 14.17"
519,MidlundFlesh," P3Formula"," #f0a983"," 6.84"
520,GreatcoatGrey," P3Formula"," #4d5861"," 7.22"
521,KhadorRedBase," P3Formula"," #ee2824"," 4.05"
522,Bloodstone," P3Formula"," #9e4822"," 9.70"
523,BeastHide," P3Formula"," #b1956b"," 2.28"
524,MenothWhiteHighlight," P3Formula"," #f3f4de"," 4.38"
525,CryxBaneHighlight," P3Formula"," #93907d"," 4.81"
526,BattlefieldBrown," P3Formula"," #32251c"," 12.66"
527,ThornwoodGreen," P3Formula"," #65654b"," 6.64"
528,BattlefieldBrown," P3Formula"," #32251c"," 11.24"
529,GunCorpsBrown," P3Formula"," #937d48"," 4.75"
530,BastionGrey," P3Formula"," #777965"," 11.80"
531,SanguineBase," P3Formula"," #6c160f"," 9.23"
532,NecrotiteGreen," P3Formula"," #7fc348"," 8.05"
533,KhadorRedBase," P3Formula"," #ee2824"," 6.96"
534,ThornwoodGreen," P3Formula"," #65654b"," 7.01"
535,OrdicOlive," P3Formula"," #6e7e36"," 9.37"
536,MidlundFlesh," P3Formula"," #f0a983"," 6.62"
537,GreatcoatGrey," P3Formula"," #4d5861"," 1.26"
538,HammerfallKhaki," P3Formula"," #c8bf98"," 2.42"
539,IosanGreen," P3Formula"," #22a854"," 14.00"
540,CygnarBaseBlue," P3Formula"," #124b9b"," 7.72"
541,TrollbloodBase," P3Formula"," #13899b"," 4.03"
542,CygnarBlueHighlight," P3Formula"," #1f75bb"," 10.19"
543,KhardicFlesh," P3Formula"," #cb7b5b"," 10.36"
544,IronhullGrey," P3Formula"," #8e969b"," 13.03"
545,MidlundFlesh," P3Formula"," #f0a983"," 6.66"
546,IdrianFlesh," P3Formula"," #9b5e37"," 15.09"
547,HammerfallKhaki," P3Formula"," #c8bf98"," 7.05"
548,GnarlsGreen," P3Formula"," #126232"," 4.78"
549,KhardicFlesh," P3Formula"," #cb7b5b"," 7.62"
550,BloodtrackerBrown," P3Formula"," #a66a28"," 3.07"
551,OrdicOlive," P3Formula"," #6e7e36"," 7.39"
552,MenothWhiteBase," P3Formula"," #efefbb"," 8.36"
553,BattlefieldBrown," P3Formula"," #32251c"," 15.63"
554,EmberOrange," P3Formula"," #de8a2b"," 8.36"
555,ThamarBlack," P3Formula"," #040707"," 1.69"
556,CryxBaneBase," P3Formula"," #303924"," 14.27"
557,GreatcoatGrey," P3Formula"," #4d5861"," 3.09"
558,GreatcoatGrey," P3Formula"," #4d5861"," 8.64"
559,CoalBlack," P3Formula"," #005a61"," 11.47"
560,ThornwoodGreen," P3Formula"," #65654b"," 10.84"
561,IronhullGrey," P3Formula"," #8e969b"," 3.61"
562,CryxBaneBase," P3Formula"," #303924"," 9.73"
563,ThornwoodGreen," P3Formula"," #65654b"," 12.00"
564,ThornwoodGreen," P3Formula"," #65654b"," 7.03"
565,BootstrapLeather," P3Formula"," #956939"," 10.31"
566,ThornwoodGreen," P3Formula"," #65654b"," 12.77"
567,KhardicFlesh," P3Formula"," #cb7b5b"," 7.69"
568,RucksackTan," P3Formula"," #b4973f"," 7.51"
569,GunCorpsBrown," P3Formula"," #937d48"," 4.26"
570,GunCorpsBrown," P3Formula"," #937d48"," 6.33"
571,GunCorpsBrown," P3Formula"," #937d48"," 4.42"
572,BeastHide," P3Formula"," #b1956b"," 7.63"
573,MenothWhiteHighlight," P3Formula"," #f3f4de"," 9.23"
574,CryxBaneHighlight," P3Formula"," #93907d"," 4.08"
575,TrollbloodHighlight," P3Formula"," #bab4a3"," 9.13"
576,BastionGrey," P3Formula"," #777965"," 4.25"
577,ThornwoodGreen," P3Formula"," #65654b"," 8.35"
578,CoalBlack," P3Formula"," #005a61"," 10.28"
579,GreatcoatGrey," P3Formula"," #4d5861"," 9.58"
580,ThornwoodGreen," P3Formula"," #65654b"," 8.45"
581,IosanGreen," P3Formula"," #22a854"," 7.78"
582,CryxBaneBase," P3Formula"," #303924"," 6.44"
583,ThornwoodGreen," P3Formula"," #65654b"," 5.81"
584,GreatcoatGrey," P3Formula"," #4d5861"," 12.25"
585,CoalBlack," P3Formula"," #005a61"," 10.95"
586,CoalBlack," P3Formula"," #005a61"," 9.37"
587,CoalBlack," P3Formula"," #005a61"," 7.01"
588,GreatcoatGrey," P3Formula"," #4d5861"," 11.63"
589,ExileBlue," P3Formula"," #203367"," 12.77"
590,TrollbloodBase," P3Formula"," #13899b"," 11.03"
591,IronhullGrey," P3Formula"," #8e969b"," 10.30"
592,CygnarBlueHighlight," P3Formula"," #1f75bb"," 10.74"
593,IronhullGrey," P3Formula"," #8e969b"," 13.05"
594,GreatcoatGrey," P3Formula"," #4d5861"," 11.79"
595,IronhullGrey," P3Formula"," #8e969b"," 7.20"
596,ArcaneBlue," P3Formula"," #7acfd9"," 10.78"
597,UnderbellyBlue," P3Formula"," #c0d4da"," 2.89"
598,SkorneRed," P3Formula"," #b01f24"," 4.18"
599,KhadorRedBase," P3Formula"," #ee2824"," 6.39"
600,KhadorRedBase," P3Formula"," #ee2824"," 5.33"
601,KhadorRedHighlight," P3Formula"," #f29042"," 3.11"
602,BeastHide," P3Formula"," #b1956b"," 2.98"
603,RucksackTan," P3Formula"," #b4973f"," 4.92"
604,BeastHide," P3Formula"," #b1956b"," 5.27"
605,CygnusYellow," P3Formula"," #f3e72e"," 3.24"
606,HammerfallKhaki," P3Formula"," #c8bf98"," 7.18"
607,HammerfallKhaki," P3Formula"," #c8bf98"," 5.53"
608,MenothWhiteHighlight," P3Formula"," #f3f4de"," 1.38"
609,CoalBlack," P3Formula"," #005a61"," 10.32"
610,ThornwoodGreen," P3Formula"," #65654b"," 9.30"
611,OrdicOlive," P3Formula"," #6e7e36"," 6.11"
612,GunCorpsBrown," P3Formula"," #937d48"," 3.51"
613,ThornwoodGreen," P3Formula"," #65654b"," 5.02"
614,ExileBlue," P3Formula"," #203367"," 3.78"
615,SkorneRed," P3Formula"," #b01f24"," 9.94"
616,MidlundFlesh," P3Formula"," #f0a983"," 9.16"
617,RynFlesh," P3Formula"," #fae3d1"," 5.14"
618,KhardicFlesh," P3Formula"," #cb7b5b"," 4.01"
619,GreatcoatGrey," P3Formula"," #4d5861"," 10.16"
620,IdrianFlesh," P3Formula"," #9b5e37"," 11.69"
621,ThornwoodGreen," P3Formula"," #65654b"," 12.72"
622,IosanGreen," P3Formula"," #22a854"," 0.96"
623,GreatcoatGrey," P3Formula"," #4d5861"," 11.28"
624,KhardicFlesh," P3Formula"," #cb7b5b"," 11.44"
625,MurderousMagenta," P3Formula"," #a81f5e"," 4.10"
626,SanguineHighlight," P3Formula"," #c84959"," 9.35"
627,HammerfallKhaki," P3Formula"," #c8bf98"," 6.54"
628,Heartfire," P3Formula"," #f6b046"," 7.53"
629,CygnusYellow," P3Formula"," #f3e72e"," 4.39"
630,BattlefieldBrown," P3Formula"," #32251c"," 13.18"
631,MorrowWhite," P3Formula"," #FEFBFD"," 1.84"
632,CygnusYellow," P3Formula"," #f3e72e"," 3.80"
633,SulfuricYellow," P3Formula"," #f0d233"," 4.00"
634,CygnusYellow," P3Formula"," #f3e72e"," 5.34"
635,MidlundFlesh," P3Formula"," #f0a983"," 7.65"
636,KhadorRedBase," P3Formula"," #ee2824"," 7.58"
637,SkorneRed," P3Formula"," #b01f24"," 4.58"
638,SanguineHighlight," P3Formula"," #c84959"," 16.70"
639,MurderousMagenta," P3Formula"," #a81f5e"," 14.01"
640,BeatenPurple," P3Formula"," #552a72"," 4.54"
641,ArcaneBlue," P3Formula"," #7acfd9"," 9.60"
642,CygnarBlueHighlight," P3Formula"," #1f75bb"," 10.02"
643,GreatcoatGrey," P3Formula"," #4d5861"," 9.94"
644,GreatcoatGrey," P3Formula"," #4d5861"," 7.79"
645,GreatcoatGrey," P3Formula"," #4d5861"," 7.54"
646,TrollbloodBase," P3Formula"," #13899b"," 2.70"
647,OrdicOlive," P3Formula"," #6e7e36"," 5.43"
648,GnarlsGreen," P3Formula"," #126232"," 3.34"
649,IosanGreen," P3Formula"," #22a854"," 12.64"
650,GnarlsGreen," P3Formula"," #126232"," 6.07"
651,UnderbellyBlue," P3Formula"," #c0d4da"," 10.66"
652,IronhullGrey," P3Formula"," #8e969b"," 9.42"
653,IronhullGrey," P3Formula"," #8e969b"," 11.29"
654,IosanGreen," P3Formula"," #22a854"," 11.93"
655,ThornwoodGreen," P3Formula"," #65654b"," 12.38"
656,JackBone," P3Formula"," #d6d4aa"," 3.62"
657,BeastHide," P3Formula"," #b1956b"," 4.79"
658,BeastHide," P3Formula"," #b1956b"," 6.69"
659,CoalBlack," P3Formula"," #005a61"," 11.23"
660,CoalBlack," P3Formula"," #005a61"," 11.54"
661,KhardicFlesh," P3Formula"," #cb7b5b"," 6.54"
662,Bloodstone," P3Formula"," #9e4822"," 13.71"
663,BootstrapLeather," P3Formula"," #956939"," 4.06"
664,IdrianFlesh," P3Formula"," #9b5e37"," 15.81"
665,BattlefieldBrown," P3Formula"," #32251c"," 10.42"
666,TrollbloodHighlight," P3Formula"," #bab4a3"," 6.75"
667,CryxBaneHighlight," P3Formula"," #93907d"," 5.57"
668,TraitorGreen," P3Formula"," #809065"," 6.86"
669,TrollbloodHighlight," P3Formula"," #bab4a3"," 7.16"
670,IronhullGrey," P3Formula"," #8e969b"," 4.28"
671,BastionGrey," P3Formula"," #777965"," 9.20"
672,GreatcoatGrey," P3Formula"," #4d5861"," 12.18"
673,MorrowWhite," P3Formula"," #FEFBFD"," 5.71"
674,CryxBaneBase," P3Formula"," #303924"," 12.57"
675,CryxBaneBase," P3Formula"," #303924"," 14.03"
676,WarlockPurple," ArmyPainter"," #bb5b64"," 9.71"
677,ScarTissue," ArmyPainter"," #ca8772"," 1.38"
678,TrollClaws," ArmyPainter"," #cb8b4e"," 4.84"
679,LavaOrange," ArmyPainter"," #e65525"," 1.89"
680,MoonDust," ArmyPainter"," #e8d468"," 7.03"
681,DarkSky," ArmyPainter"," #2b4b5f"," 6.18"
682,RoyalCloak," ArmyPainter"," #15999c"," 1.82"
683,GriffonBlue," ArmyPainter"," #215383"," 6.25"
684,AlienPurple," ArmyPainter"," #50317b"," 4.74"
685,DungeonGrey," ArmyPainter"," #686c71"," 14.17"
686,CrustedSore," ArmyPainter"," #611624"," 11.26"
687,DirtSpatter," ArmyPainter"," #5e3827"," 7.66"
688,CorpsePale," ArmyPainter"," #edccad"," 7.22"
689,DarkSky," ArmyPainter"," #2b4b5f"," 7.67"
690,PureRed," ArmyPainter"," #cf2127"," 4.33"
691,MarsRed," ArmyPainter"," #b73b37"," 8.60"
692,KoboldSkin," ArmyPainter"," #c9a484"," 5.64"
693,BrainmatterBeige," ArmyPainter"," #f1f0e0"," 1.71"
694,FilthyCape," ArmyPainter"," #7c7863"," 9.86"
695,DirtSpatter," ArmyPainter"," #5e3827"," 2.02"
696,ArmyGreen," ArmyPainter"," #6e7645"," 6.23"
697,DirtSpatter," ArmyPainter"," #5e3827"," 3.09"
698,HempRope," ArmyPainter"," #94763a"," 6.10"
699,WerewolfFur," ArmyPainter"," #785e4e"," 5.01"
700,CrustedSore," ArmyPainter"," #611624"," 7.53"
701,SnakeScales," ArmyPainter"," #8ab239"," 7.44"
702,PureRed," ArmyPainter"," #cf2127"," 4.77"
703,CryptWraith," ArmyPainter"," #606050"," 3.64"
704,GoblinGreen," ArmyPainter"," #348941"," 4.53"
705,CentaurSkin," ArmyPainter"," #deaba0"," 6.91"
706,UniformGrey," ArmyPainter"," #5e6a73"," 8.61"
707,SkeletonBone," ArmyPainter"," #d3c89d"," 1.60"
708,ElementalBolt," ArmyPainter"," #009a82"," 6.16"
709,VikingBlue," ArmyPainter"," #00609a"," 7.93"
710,HydraTurquoise," ArmyPainter"," #199ba3"," 4.38"
711,TroglodyteBlue," ArmyPainter"," #0889ba"," 3.73"
712,TannedFlesh," ArmyPainter"," #bc745e"," 7.66"
713,VoidshieldBlue," ArmyPainter"," #2ca2d9"," 2.70"
714,BarbarianFlesh," ArmyPainter"," #e89c6c"," 7.87"
715,GrimoirePurple," ArmyPainter"," #805259"," 5.93"
716,SkeletonBone," ArmyPainter"," #d3c89d"," 7.77"
717,Greenskin," ArmyPainter"," #136232"," 4.74"
718,LavaOrange," ArmyPainter"," #e65525"," 5.42"
719,HempRope," ArmyPainter"," #94763a"," 6.18"
720,ScalyHide," ArmyPainter"," #859852"," 4.14"
721,MoonDust," ArmyPainter"," #e8d468"," 9.24"
722,CrustedSore," ArmyPainter"," #611624"," 8.49"
723,TrollClaws," ArmyPainter"," #cb8b4e"," 3.58"
724,MattBlack," ArmyPainter"," #231f20"," 12.15"
725,NecromanceCloak," ArmyPainter"," #3c3d37"," 7.29"
726,UniformGrey," ArmyPainter"," #5e6a73"," 6.72"
727,CryptWraith," ArmyPainter"," #606050"," 8.30"
728,NecromanceCloak," ArmyPainter"," #3c3d37"," 8.26"
729,CryptWraith," ArmyPainter"," #606050"," 7.81"
730,AshGrey," ArmyPainter"," #a2a5a4"," 8.19"
731,HardenedCarapace," ArmyPainter"," #4c473f"," 2.49"
732,DarkStone," ArmyPainter"," #605752"," 3.70"
733,WerewolfFur," ArmyPainter"," #785e4e"," 4.98"
734,FilthyCape," ArmyPainter"," #7c7863"," 10.08"
735,WerewolfFur," ArmyPainter"," #785e4e"," 2.79"
736,TannedFlesh," ArmyPainter"," #bc745e"," 6.60"
737,SulphideOchre," ArmyPainter"," #c68512"," 4.60"
738,FilthyCape," ArmyPainter"," #7c7863"," 6.50"
739,FilthyCape," ArmyPainter"," #7c7863"," 5.50"
740,CommandoGreen," ArmyPainter"," #827b39"," 5.09"
741,CombatFatigue," ArmyPainter"," #878e5c"," 5.72"
742,MummyRobes," ArmyPainter"," #ebded5"," 6.84"
743,CombatFatigue," ArmyPainter"," #878e5c"," 9.96"
744,NecroticFlesh," ArmyPainter"," #bfc292"," 8.51"
745,FilthyCape," ArmyPainter"," #7c7863"," 3.36"
746,CryptWraith," ArmyPainter"," #606050"," 5.91"
747,CryptWraith," ArmyPainter"," #606050"," 11.89"
748,NecromanceCloak," ArmyPainter"," #3c3d37"," 6.93"
749,CryptWraith," ArmyPainter"," #606050"," 8.23"
750,GoblinGreen," ArmyPainter"," #348941"," 4.69"
751,NecromanceCloak," ArmyPainter"," #3c3d37"," 7.21"
752,CryptWraith," ArmyPainter"," #606050"," 5.47"
753,HardenedCarapace," ArmyPainter"," #4c473f"," 10.65"
754,WizardsOrb," ArmyPainter"," #00726a"," 7.54"
755,NecromanceCloak," ArmyPainter"," #3c3d37"," 10.62"
756,NecromanceCloak," ArmyPainter"," #3c3d37"," 12.25"
757,DarkSky," ArmyPainter"," #2b4b5f"," 7.52"
758,DeepBlue," ArmyPainter"," #083251"," 4.25"
759,WolfGrey," ArmyPainter"," #5b8093"," 6.12"
760,WolfGrey," ArmyPainter"," #5b8093"," 3.43"
761,ElectricBlue," ArmyPainter"," #508cbe"," 9.78"
762,WolfGrey," ArmyPainter"," #5b8093"," 6.45"
763,UniformGrey," ArmyPainter"," #5e6a73"," 6.20"
764,AshGrey," ArmyPainter"," #a2a5a4"," 2.02"
765,AshGrey," ArmyPainter"," #a2a5a4"," 9.56"
766,SpaceshipExterior," ArmyPainter"," #cdced0"," 5.30"
767,MarsRed," ArmyPainter"," #b73b37"," 2.25"
768,PureRed," ArmyPainter"," #cf2127"," 1.62"
769,LavaOrange," ArmyPainter"," #e65525"," 2.51"
770,BarbarianFlesh," ArmyPainter"," #e89c6c"," 8.23"
771,TrollClaws," ArmyPainter"," #cb8b4e"," 7.27"
772,DesertYellow," ArmyPainter"," #c7952c"," 4.35"
773,KoboldSkin," ArmyPainter"," #c9a484"," 10.68"
774,BabeBlonde," ArmyPainter"," #f8dd0d"," 2.18"
775,SkeletonBone," ArmyPainter"," #d3c89d"," 6.89"
776,SkeletonBone," ArmyPainter"," #d3c89d"," 3.81"
777,BrainmatterBeige," ArmyPainter"," #f1f0e0"," 2.77"
778,WizardsOrb," ArmyPainter"," #00726a"," 7.49"
779,MonsterBrown," ArmyPainter"," #855c2a"," 6.51"
780,MouldyClothes," ArmyPainter"," #447b3a"," 4.42"
781,HempRope," ArmyPainter"," #94763a"," 5.82"
782,CryptWraith," ArmyPainter"," #606050"," 6.53"
783,DeepBlue," ArmyPainter"," #083251"," 6.33"
784,VampireRed," ArmyPainter"," #981d34"," 3.84"
785,BarbarianFlesh," ArmyPainter"," #e89c6c"," 6.75"
786,AridEarth," ArmyPainter"," #faecc3"," 3.97"
787,TannedFlesh," ArmyPainter"," #bc745e"," 5.10"
788,GriffonBlue," ArmyPainter"," #215383"," 4.25"
789,WerewolfFur," ArmyPainter"," #785e4e"," 6.85"
790,DarkStone," ArmyPainter"," #605752"," 4.44"
791,GoblinGreen," ArmyPainter"," #348941"," 10.70"
792,WolfGrey," ArmyPainter"," #5b8093"," 7.34"
793,PixiePink," ArmyPainter"," #d47a83"," 2.40"
794,VampireRed," ArmyPainter"," #981d34"," 9.57"
795,MarsRed," ArmyPainter"," #b73b37"," 6.17"
796,BansheeBrown," ArmyPainter"," #c3b097"," 6.98"
797,MoonDust," ArmyPainter"," #e8d468"," 7.17"
798,BabeBlonde," ArmyPainter"," #f8dd0d"," 6.96"
799,MattBlack," ArmyPainter"," #231f20"," 7.17"
800,MattWhite," ArmyPainter"," #ffffff"," 0.00"
801,BabeBlonde," ArmyPainter"," #f8dd0d"," 6.38"
802,DaemonicYellow," ArmyPainter"," #fada06"," 5.13"
803,PoisonousCloud," ArmyPainter"," #cdde4a"," 3.68"
804,KoboldSkin," ArmyPainter"," #c9a484"," 5.04"
805,LavaOrange," ArmyPainter"," #e65525"," 2.46"
806,MarsRed," ArmyPainter"," #b73b37"," 4.81"
807,PixiePink," ArmyPainter"," #d47a83"," 8.35"
808,WastelandSoil," ArmyPainter"," #774b58"," 7.08"
809,AlienPurple," ArmyPainter"," #50317b"," 5.20"
810,GorgonHide," ArmyPainter"," #c7d2e4"," 10.76"
811,VikingBlue," ArmyPainter"," #00609a"," 6.70"
812,VikingBlue," ArmyPainter"," #00609a"," 9.53"
813,UniformGrey," ArmyPainter"," #5e6a73"," 6.25"
814,DarkSky," ArmyPainter"," #2b4b5f"," 4.15"
815,HydraTurquoise," ArmyPainter"," #199ba3"," 5.30"
816,ScalyHide," ArmyPainter"," #859852"," 6.90"
817,Greenskin," ArmyPainter"," #136232"," 3.27"
818,GoblinGreen," ArmyPainter"," #348941"," 8.43"
819,Greenskin," ArmyPainter"," #136232"," 6.10"
820,StoneGolem," ArmyPainter"," #b9bab7"," 8.74"
821,RoyalCloak," ArmyPainter"," #15999c"," 10.52"
822,AshGrey," ArmyPainter"," #a2a5a4"," 7.41"
823,KrakenSkin," ArmyPainter"," #71c591"," 8.95"
824,CryptWraith," ArmyPainter"," #606050"," 9.99"
825,SkeletonBone," ArmyPainter"," #d3c89d"," 1.01"
826,DesertYellow," ArmyPainter"," #c7952c"," 8.49"
827,CombatFatigue," ArmyPainter"," #878e5c"," 6.58"
828,NecromanceCloak," ArmyPainter"," #3c3d37"," 8.39"
829,NecromanceCloak," ArmyPainter"," #3c3d37"," 10.06"
830,TannedFlesh," ArmyPainter"," #bc745e"," 6.18"
831,GrimoirePurple," ArmyPainter"," #805259"," 8.41"
832,MonsterBrown," ArmyPainter"," #855c2a"," 4.01"
833,GrimoirePurple," ArmyPainter"," #805259"," 7.78"
834,OakBrown," ArmyPainter"," #432010"," 7.62"
835,DrakeTooth," ArmyPainter"," #cfcbb4"," 5.02"
836,AshGrey," ArmyPainter"," #a2a5a4"," 9.27"
837,CombatFatigue," ArmyPainter"," #878e5c"," 4.38"
838,StoneGolem," ArmyPainter"," #b9bab7"," 1.86"
839,AshGrey," ArmyPainter"," #a2a5a4"," 4.18"
840,FieldGrey," ArmyPainter"," #787c78"," 0.75"
841,DungeonGrey," ArmyPainter"," #686c71"," 5.31"
842,BrainmatterBeige," ArmyPainter"," #f1f0e0"," 5.23"
843,NecromanceCloak," ArmyPainter"," #3c3d37"," 8.58"
844,MattBlack," ArmyPainter"," #231f20"," 10.58"
